OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
1020,6953,,Murchison Open Space,Murchison OS,Open Access,150.087,150.07976046,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16150405,-118.2076237,5120 San Fernando Rd,Glendale,91206,,,No,6537448.22070313,18268.7075118457
1021,6954,,Lower Scholl Canyon Open Space,Lower Scholl Canyon OS,Open Access,72.2,60.98984492,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.15632766,-118.20226736,2849 E Glenoaks Blvd,Glendale,91206,,,No,2656707.02636719,11082.346971568
1022,6955,,Scholl Canyon Golf Course & Tennis Center,Scholl Canyon GC & Tennis Ctr.,Restricted Access,60.23,60.22725015,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,American Golf,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1598088,-118.19879677,3800 E Glenoaks Blvd,Glendale,91206,,,No,2623488.52148438,8466.91948006905
1023,6958,23560,Eagle Rock Hillside Park,Eagle Rock Hillside Park,Open Access,19.216,19.21514677,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.14921455,-118.20212053,Los Angeles,Los Angeles,90041,,,No,837008.440429688,4182.86683709509
1024,6959,25061,Eagle Rock Reservoir,Eagle Rock Reservoir,No Public Access,64.118,64.11540583,"Los Angeles - Department of Water and Power, City of",City,City Agency,http://www.ladwp.com/,"Los Angeles - Department of Water and Power, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.14706415,-118.18819357,Eagle Rock Reservoir,Los Angeles,90041,,,No,2792855.90429688,8505.45608856758
1025,6960,22750,Glenoaks Park,Glenoaks Park,Open Access,2.2,1.70462476,"Glendale, City of",City,City Agency,http://www.glendaleca.gov/government/city-departments/community-services-parks,"Glendale, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,0,Local Park,34.15210182,-118.20966077,2531 E Glenoaks Blvd,Glendale,91206,,,No,74253.1611328125,1120.19185966164
1026,6961,73951,Alatoree-Eagle Rock View Park,Alatorre- Eagle Rock View Park,Open Access,1.147,1.14743322,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.14401603,-118.18405582,Los Angeles,Los Angeles,90041,,,No,49981.9873046875,1384.0316833847
1027,6962,2609,Eagle Rock Rec. Center,Eagle Rock Rec. Ctr.,Open Access,18.213,18.21179419,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Poor,0,3,1,3,0,1,1,0,1,2,0,0,0,1,1,0,1,2,12,1,Local Park,34.14193416,-118.18811035,1100  Eagle Vista Dr,Los Angeles,90041,,(323) 257-6948,No,793302.579101563,4806.25294016866
1028,6963,,Unnamed site - Mountains Recreation and Conservation Authority, ,Open Access,0.287,0.28688257,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.20776256,-118.16245323,,Altadena,91001,,,No,12496.552734375,453.922743623701
1029,6964,3000178,Charles White Park,Charles White Park,Open Access,5.474,5.47365226,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,1,1,Local Park,34.18838311,-118.15262512,77 Mountain View St.,Altadena,91001,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (626) 398-2073; Reservations: (800) 267-2757",Yes,238431.33984375,2020.19746058545
1030,6965,24328,Mountain View Cemetery,Mtn. View Cemetery,Open Access,58.232,58.22830234,Pasadena Cemetery Association,Non Profit,"Non Profit - Cemetery District
",http://www.mtn-view.com/,Pasadena Cemetery Association,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18612269,-118.14764557,2400 N Fair Oaks Ave,Altadena,91001,,,No,2536414.70703125,9457.83866740519
1031,6967,3000058,Charles S. Farnsworth Park,Farnsworth Park,Open Access,14.762,14.7608154,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Fair,None,0,2,2,2,0,0,0,0,2,1,0,0,0,0,1,0,3,0,5,7,Local Park,34.20072696,-118.13278298,568 E. Mount Curve Ave.,Altadena,91001,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (626) 798-6335; Reservations: (800) 267-2757",Yes,642978.545898438,4460.36823014014
1032,6971,3000009,Altadena Golf Course,Altadena GC,Open Access,57.765,57.76211872,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.18256,-118.11954346,1456 E. Mendocino St.,Altadena,91001,<Null>,General: (626) 797-3821,Yes,2516107.82714844,6827.71942195077
1033,6973,23551,Mount Wilson Trail Park,Mount Wilson Trail Park,Open Access,0.34,0.76024923,"Sierra Madre, City of",City,City Agency,http://www.cityofsierramadre.com/parks,"Sierra Madre, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,Local Park,34.16970964,-118.04872858,Mt Wilson Trail,Sierra Madre,91024,,,No,33116.3251953125,932.684210108932
1034,6974,,Memorial Park (City of Sierra Madre),Memorial Park,Open Access,3.525,3.52515265,"Sierra Madre, City of",City,City Agency,http://www.cityofsierramadre.com/parks,"Sierra Madre, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,2,8,1,0,Local Park,34.16117048,-118.05737085,222 Sierra Madre Blvd,Sierra Madre,91024,,,No,153555.034179688,1683.65135079999
1035,6975,24305,Sierra Madre Cemetery,Sierra Madre Cemetery,Open Access,2.164,2.16364789,Sierra Madre Cemetery Association,Non Profit,"Non Profit - Cemetery District
", ,Sierra Madre Cemetery Association,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16249511,-118.04141539,601 E Sierra Madre Blvd,Sierra Madre,91024,,,No,94248.125,1243.82238661239
1036,6976,,Sierra Vista Park (City of Sierra Madre),Sierra Vista Park,Open Access,5,12.20186561,"Sierra Madre, City of",City,City Agency,http://www.cityofsierramadre.com/parks,"Sierra Madre, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,3,0,0,0,0,1,1,2,0,2,0,1,0,2,11,4,0,Local Park,34.16314477,-118.04000973,Sierra Madre,Sierra Madre,91024,,,No,531511.140625,4635.65648708982
1037,6977,22736,Bailey Canyon Wilderness Park,Bailey Canyon Wilderness Park,Open Access,10.112,10.11168658,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Sierra Madre, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.17220005,-118.06151096,451 W Carter Ave,Sierra Madre,91024,,,No,440463.305664063,3322.27544730077
1038,6978,,Unnamed site - Santa Monica Mountains Conservancy, ,Open Access,39.913,39.91081133,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Mountains Recreation and Conservation Authority,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.18452672,-118.05017575,,Altadena,91001,,,No,1738507.98828125,5275.03426189561
1039,6979,22736,Bailey Canyon Wilderness,Bailey Canyon Wilderness,Open Access,71.049,71.04510222,"Los Angeles - Flood Control District, County of",Special District,Flood District,http://dpw.lacounty.gov/lacfcd/,"Sierra Madre, City of",Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.17710559,-118.06015185,451 W Carter Ave,Sierra Madre,91024,,,No,3094712.26855469,8796.18082861317
1040,6981,,Monrovia Wilderness Preserve,Monrovia Wilderness Preserve,Open Access,1123.861,1123.8048105,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.17027431,-118.00101733,1200 N Canyon Blvd,Monrovia,91016,,,No,48952741.7294922,88119.8799568313
1041,6983,23290,Grand Avenue Park,Grand Avenue Park,Open Access,4.144,4.14374923,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.15943131,-117.99178755,Monrovia,Monrovia,91016,,,No,180500.998046875,4042.22773528304
1042,6984,,Monrovia Library Park,Monrovia Library Park,Open Access,4.371,4.37036261,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,Local Park,34.14860692,-118.00209029,321 S Myrtle Ave,Monrovia,91016,,,No,190372.231445313,3028.43128071326
1043,6985,23545,Julian Fisher Park,Julian Fisher Park,Open Access,1.222,1.22206213,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,Local Park,34.14182694,-117.99543938,Monrovia,Monrovia,91016,,,No,53232.814453125,923.553051511713
1044,6986,23567,Recreation Park (City of Monrovia),Rec. Park,Open Access,18.82,18.818939,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,4,1,1,1,1,0,1,2,1,0,0,0,1,1,0,1,13,2,0,Local Park,34.14585981,-117.98838461,119 W Palm Ave,Monrovia,91016,,,No,819749.706054688,3908.20338165104
1045,6987,,Lucinda Garcia Park,Lucinda Garcia Park,Open Access,1.732,1.73189034,"Monrovia, City of",City,City Agency,http://www.cityofmonrovia.org/publicworks/page/parks,"Monrovia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,Local Park,34.14463323,-118.01152526,502 W Olive Ave,Monrovia,91016,,,No,75440.841796875,2758.8552878856
1046,6988,,Duarte Wilderness Preserve,Duarte Wilderness Preserve,Open Access,405.417,405.39874307,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.15971333,-117.95183941,1401 Central Ave,Duarte,91010,,,No,17659098.6113281,27705.2703030397
1047,6989,,Royal Oaks Park,Royal Oaks Park,Open Access,5.369,5.36857406,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,8,0,Local Park,34.14411051,-117.94690408,2627 Royal Oaks Dr,Duarte,91010,,,No,233854.151367188,3355.17636616445
1048,6997,,Hacienda Park (City of Duarte,Hacienda Park,Open Access,1.868,1.86808862,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,Local Park,34.14291436,-117.94371442,Duarte,Duarte,91010,,,No,81373.6171875,1203.67317169651
1049,6998,4148,Encanto Park,Encanto Park,Open Access,10.673,10.67244638,"Duarte, City of",City,City Agency,http://www.accessduarte.com/index.php?option=com_content&view=article&id=62&Itemid=72,"Duarte, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,5,3,Local Park,34.14397189,-117.93757949,Duarte,Duarte,91010,,,No,464889.899414063,3024.48874317641
1050,7001,,Live Oak Park (City of Temple City),Live Oak Park,Open Access,15,4.96820295,"Temple City, City of",City,City Agency,http://www.ci.temple-city.ca.us/219/Parks-Recreation,"Temple City, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,7,2,2,0,1,1,0,2,1,0,0,0,0,1,0,0,13,4,0,Local Park,34.10241384,-118.04623636,10144 Bogue St,Temple City,91780,,,No,216414.057617188,2039.86176820997
1051,7002,,Temple City Park,Temple City Park,Open Access,4,2.00149888,"Temple City, City of",City,City Agency,http://www.ci.temple-city.ca.us/219/Parks-Recreation,"Temple City, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.10778088,-118.05721407,5939 Golden West Ave,Temple City,91780,,,No,87184.9423828125,1182.64472014494
1052,7003,23306,Lacy Park,Lacy Park,Open Access,26.621,26.62027432,"San Marino, City of",City,City Agency,http://www.cityofsanmarino.org/275/Parks,"San Marino, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,10,0,0,Local Park,34.12029702,-118.12240081,1485 Virginia Rd,San Marino,91108,,,No,1159574.52148438,5296.31853438504
1053,7004,,The Old Mill,The Old Mill,Open Access,1.424,1.4237372,"San Marino, City of",City,City Agency,http://www.cityofsanmarino.org/275/Parks,The Old Mill Foundation,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.11937652,-118.1276568,1120 Old Mill Rd,San Marino,91108,,,No,62017.748046875,987.546031948505
1054,7005,23283,Huntington Library and Botanical Gardens,Huntington Library and Botanical Gardens,Open Access,206.687,206.67999951,Huntington Library and Botanical Gardens,Non Profit,Non Profit - Other,http://www.huntington.org/,Huntington Library and Botanical Gardens,Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.12841197,-118.11440644,1151 Oxford Rd,San Marino,91108,,,No,9002944.78125,11946.9789714973
1055,7006,23448,Story Park,Story Park,Open Access,7.465,7.46467575,"Alhambra, City of",City,City Agency,http://www.cityofalhambra.org/page/20/parks_rec_department/,"Alhambra, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,Local Park,34.09941948,-118.12469212,210 N. Chapel Ave,Alhambra,91801,<Null>,General: (626) 570-5056,No,325159.975585938,4203.4165989671
1056,7010,23380,Smith Park,Smith Park,Open Access,5.027,5.02674933,"San Gabriel, City of",City,City Agency,http://www.sangabrielcity.com/,"San Gabriel, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,2,1,0,0,2,0,0,1,2,1,0,0,0,0,0,1,4,6,0,Local Park,34.09843186,-118.10286786,232 W Broadway,San Gabriel,91776,,,No,218964.32421875,2454.47664809566
1057,7011,23248,Vincent Lugo Park,Vincent Lugo Park,Open Access,9.957,9.95655759,"San Gabriel, City of",City,City Agency,http://www.sangabrielcity.com/,"San Gabriel, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,1.5,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,2,5,3,0,Local Park,34.08409151,-118.10546064,Prospect Ave & Wells Street,San Gabriel,91776,,,No,433705.911132813,3530.09020073957
1058,7013,,Lindaraxa Park,Lindaraxa Park,Open Access,0.39,0.39048926,"Alhambra, City of",City,City Agency,http://www.cityofalhambra.org/page/20/parks_rec_department/,"Alhambra, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.10090211,-118.12072067,Lindaraxa Park,Alhambra,91801,,,No,17009.642578125,701.757447541487
1059,7014,59115,Rosemead Park,Rosemead Park,Open Access,19.42,19.38554931,"Rosemead, City of",City,City Agency,http://www.cityofrosemead.org/index.aspx?page=74,"Rosemead, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.5,0,3,2,0,1,1,0,3,3,1,0,0,0,1,0,1,11,5,0,Local Park,34.08466805,-118.06884192,4343 Encinita Ave,Rosemead,91770,,,No,844431.150390625,3854.58051145588
1060,7015,,El Monte Cemetery,El Monte Cemetery,Open Access,4.118,4.11818312,El Monte Cemetery Association,Non Profit,"Non Profit - Cemetery District
", ,El Monte Cemetery Association,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.08176681,-118.06745446,9263 Valley Blvd,Rosemead,91770,,,No,179387.33984375,1731.63676765368
1061,7016,23522,Rosemead Community Center Park,Rosemead Community Ctr. Park,Open Access,2.524,2.52347711,"Rosemead, City of",City,City Agency,http://www.cityofrosemead.org/index.aspx?page=74,"Rosemead, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Local Park,34.07926767,-118.07673672,Rosemead,Rosemead,91770,,,No,109922.221679688,1698.26037092788
1062,7018,3000148,Santa Anita Golf Course,Santa Anita GC,Open Access,129.02147301,129.02147301,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.1332273,-118.03649911,405 S. Santa Anita Ave.,Arcadia,91007,<Null>,General: (626) 447-2331,Yes,5620152.88378906,11738.1575051728
1063,7019,23366,Fairview Avenue Park,Fairview Avenue Park,Open Access,0.918,0.917492,"Arcadia, City of",City,City Agency,http://www.ci.arcadia.ca.us/home/index.asp?page=1160,"Arcadia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.12854451,-118.05138841,542 Fairview Avenue,Arcadia,91007,<Null>,,No,39965.7919921875,1030.72930600714
1064,7023,23332,Newcastle Park,Newcastle Park,Open Access,2.662,2.66171928,"Arcadia, City of",City,City Agency,http://www.ci.arcadia.ca.us/home/index.asp?page=1160,"Arcadia, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,Local Park,34.14594176,-118.03478031,111 W. Colorado Blvd,Arcadia,91007,<Null>,,No,115944.028320313,1607.80681755531
